,text_id,text,task_1,task_2,task_3
4772,hasoc_en_4773,Sheeple .  Clowns always have a crew . ,NOT,NONE,NONE
2191,hasoc_en_2192,"if ICC does not allow ,  wear a  ' Locket '   .  Also urge all proud Indian viewers to display posters of batch in Pak match .  Jai Hind .  . ",NOT,NONE,NONE
4190,hasoc_en_4191,"Most of all ,  I ' m disappointed .  In the system In patients who ' ve taken us fot granted In politicians who see this as an opportunity to talk religion or actually ,  don ' t see this at all In non medicos tweeting abt everything bt this",HOF,HATE,TIN
3582,hasoc_en_3583,keep,NOT,NONE,NONE
2129,hasoc_en_2130,Home they brought her warrior dead .  .  She nor swooned nor uttered cry  -  Alfred Lord Tennyson .  .  She didnt cry coz she was a warrior too .  .  He died of assault from the same people he tried to save .  . ,NOT,NONE,NONE
5340,hasoc_en_5341,no one believes a  .  calls The New York Times treasonous for a story his own officials said was perfectly fine to print . ,HOF,OFFN,TIN
1090,hasoc_en_1091,How big of a must one be to do this to a  ? ,NOT,NONE,NONE
408,hasoc_en_409,Rain is in forecast on Sunday .  The match between India and pakistan is likely to be called off . ,NOT,NONE,NONE
2110,hasoc_en_2111," !  Also , ",NOT,NONE,NONE
5423,hasoc_en_5424,Cuomo :  Trump is arguably endorsing illegal behavior,HOF,HATE,TIN
3305,hasoc_en_3306, ' Its a problem of trust .  ' ,NOT,NONE,NONE
200,hasoc_en_201,"this winner is the incredible  ,  undisputed  , reigning  ,  attacker  , the powerhitter the pain none other than the england rain",NOT,NONE,NONE
5627,hasoc_en_5628,ICC doesn ' t care about the rain being the spoil sport because protected by rain insurance cover for Refund Process overs or less  -   %  refund  - Between to overs  -   %  refund  - After overs  -  No refund,HOF,HATE,TIN
4068,hasoc_en_4069,Am I the only one who ' s observing that none of England ' s matches are being abandoned due to rain ?  Planned locations selected ?  Well played England .  Just because you couldn ' t win it in a legitimate way .  .  . ,NOT,NONE,NONE
3734,hasoc_en_3735,Complete,HOF,PRFN,TIN
2561,hasoc_en_2562,The secret behind the game . ,NOT,NONE,NONE
1341,hasoc_en_1342,just confessed to being a traitor  - ,HOF,OFFN,TIN
4205,hasoc_en_4206,dont violate your rules then why u r showing your double standards  ?  ? ,HOF,HATE,TIN
3581,hasoc_en_3582,"Sarah ,  you will be remembered for being every bit as crooked as your gaze .  Sorry . ",HOF,OFFN,TIN
746,hasoc_en_747,Enact strict law to protect doctors against  : ,NOT,NONE,NONE
4097,hasoc_en_4098," ,  hutterflop hosting ,  worest world cup ever seen , ",HOF,HATE,TIN
5469,hasoc_en_5470,Imran Niazi writes third letter to Indias PM Modi,HOF,HATE,TIN
4315,hasoc_en_4316,Youre a for what you are doing to America . ,HOF,PRFN,TIN
903,hasoc_en_904,"Thanks to all who have followed me .  I promise to follow back ,  but need to get my  ' Followed '  list culled .  I ' m working on it !  Thank you for your patience . ",NOT,NONE,NONE
1613,hasoc_en_1614,Of course you hate MSNBC because they tell the truth and the truth is that you are an incompetent buffoon without a shred of decency .  You are a complete and absolute disaster . ,HOF,OFFN,TIN
3050,hasoc_en_3051,Why will the tournament be any longer with reserve days ?  What a lame excuse  .  You simply plan the next day as reserve day and there could be two matches some days during the tournament . ,HOF,HATE,TIN
3314,hasoc_en_3315, & amp ;  engaging in criminal activities while the GOP Senate condones it  & amp ;  remain silent ! ,HOF,OFFN,TIN
1357,hasoc_en_1358,"Fact Four makes documentary aired on BBC2 and wins Scottish BAFTA presents history television show .  Then produces a sequel ,  through his own production company , ",NOT,NONE,NONE
3252,hasoc_en_3253,Give them proper environment,NOT,NONE,NONE
4671,hasoc_en_4672,I am with having to hear that hag Conway ! ,HOF,PRFN,TIN
3802,hasoc_en_3803,Fact check :  Trump ' s FBI claims on Schiff and Warner don ' t hold up,NOT,NONE,NONE
2634,hasoc_en_2635,Hey cooking something new ?  That ' s paribaha mukherjee in pic ! ,NOT,NONE,NONE
3138,hasoc_en_3139,years ago today this bastard had handcuffs on  & amp ;  was where he needs to be ;  JAIL !  !  To join Twitter around the anniversary of the butchering of people he killed  ( he was found GUILTY in civil suit )  is sick,HOF,PRFN,TIN
4829,hasoc_en_4830,"Thank you ,  Vietnam !  But unfortunately ,   .  and his cohorts have been paid off by China to the detriment of the Filipino people . ",HOF,HATE,TIN
2770,hasoc_en_2771,hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion . ,HOF,HATE,TIN
2436,hasoc_en_2437,Crazy politics of Cong has vanished its element of cultural ethics  . ,NOT,NONE,NONE
5352,hasoc_en_5353,Too many punches to the head  . ,NOT,NONE,NONE
386,hasoc_en_387,"the hatred ,  Says Man Has A Gun Until He Realizes He ' s Being Filmed via",NOT,NONE,NONE
5504,hasoc_en_5505,"Its Shame for Congress  !  These type of idiots should not be in politics  ,  there should be some moral values in people who is so called leader / neta  .   .  Arnab plz don ' t allow these people who doesn ' t have respect for PM /  President on national TV",HOF,OFFN,TIN
5136,hasoc_en_5137,"Hopefully he wakes up every morning for the next months to a beating ,  and goes to bed with another . ",HOF,OFFN,TIN
4927,hasoc_en_4928,Is this the cricket world cup or swimming world cup ? ,HOF,HATE,TIN
4476,hasoc_en_4477,I wish your mother swallowed you !  Fuck you and fuck your birthday bitch,HOF,PRFN,TIN
2665,hasoc_en_2666,"That tweet is GOLDEN coming from you  .  .  .  What kind of FATHER gets his DAUGHTER ' S friend PREGNANT not once but twice  & amp ;  then because of YOU ,  that LITTLE GIRL commits suicide ?  Yep you ' re right .  .  . WE ARE better than that !  Happy Fathers day",HOF,OFFN,TIN
1762,hasoc_en_1763,INJUSTICE ANYWHERE IS A THREAT TO THE JUSTICE EVERYWHERE  -  Martin Luther King Jr .  Each and every part of the community must stand with each other at times of crisis . ,NOT,NONE,NONE
2480,hasoc_en_2481,Don ' t give up Guys Whole Indian Medical Fraternity is with U Until Unconditional Apology  & amp ;  Arrest Action on Jihadis under CrPC - 302 who Assaulted Resident Doctors Don ' t Call Off Strike which now hv bcome National Movement KeepItUp,NOT,NONE,NONE
678,hasoc_en_679,"did you mean  * too *  instead of  * to *  ?  .  .  C ' mon Mister America ,  do you not know the difference between  * too and  * to ? ",NOT,NONE,NONE
3795,hasoc_en_3796,Hey  !  Love from India .  C . c,NOT,NONE,NONE
4482,hasoc_en_4483,is a dirtbag POS and an embarrassment to humankind,HOF,OFFN,TIN
4388,hasoc_en_4389,"Yeah ,  I know what you mean .  The typical Twitter conversation is hardly intellectually elevating .  And yes there is far too much about Putin ' s butt boy and his cult on Twitter .  It ' s why I have to take breaks .  They make me feel like vomiting  .  .  .  on them . ",NOT,NONE,NONE
4462,hasoc_en_4463,Your POTUS sinks deeper into his selfmade shitpool of stupidity as he condemns the London Mayor over deaths in hrs .  TRUMP is GUILTY of in days .  Donald Trump attacks Sadiq Khan in tweets over deaths in London,NOT,NONE,NONE
5743,hasoc_en_5744, .  You defend a traitor to the USA . ,HOF,OFFN,TIN
4787,hasoc_en_4788,That is  %  BULLSHIT ! ,NOT,NONE,NONE
458,hasoc_en_459,You are such a little  .  .  . ,NOT,NONE,NONE
1686,hasoc_en_1687,Analysis :  Sarah Sanders '  audience of one,NOT,NONE,NONE
4265,hasoc_en_4266,"Yeh ,  your dad is a CARTOON ! ",HOF,HATE,TIN
98,hasoc_en_99,What a nasty lot contenders have exposed themselves to be ! ,NOT,NONE,NONE
305,hasoc_en_306,I will keep retweeting so I hope USA citizens will all note TRUMP is the biggest,NOT,NONE,NONE
998,hasoc_en_999,"InshaAllah we will be supporting our Chairman and in every protest against this  ,  Nalahiq Niazi .  .  ! ",NOT,NONE,NONE
4133,hasoc_en_4134,"is fine bt the irony is tht it is still the single largest party in oppositn wth most seats aftr BJP .  Also ,  all othr Non - NDA parties too endorsing fake At present ,  one cant hink on anythng evn close to an entity called as Credible Opposition . ",HOF,HATE,TIN
3263,hasoc_en_3264,Everybody needs to know what ' s behind the front presents  -  do we want this man as our next Prime Minister ? ,NOT,NONE,NONE
3873,hasoc_en_3874,"Take Nixon ,  add sexual assault ,  add misogyny ,  add pedophilia ,  add bigotry ,  add homophobia ,  add hatred ,  add racism ,  add fascism ,  add despotism ,  add nepotism ,  add treason ,  add climate denial ,  add Twitter ,  subtract IQ points ,  and you have Trump today . ",HOF,OFFN,TIN
3942,hasoc_en_3943,"Hey  .  .  . Michael Dog KillerHeseltine ,  what do you think about",HOF,HATE,TIN
2114,hasoc_en_2115,Photograph from yesterday .  Emergency OT services at Murshidabad Medical College continue . ,NOT,NONE,NONE
1585,hasoc_en_1586,ICC should never mess with because,NOT,NONE,NONE
3091,hasoc_en_3092,Here are the rules If  :  Game :  He looses  %  of his match fee Games :  He looses  %  of his match fee games or more :  He looses  %  of his match fee Dhoni is a Millionaire he can afford to loose some peanuts for the pride of the country . ,NOT,NONE,NONE
4252,hasoc_en_4253,"Repent ,  you devil . ",HOF,HATE,TIN
4045,hasoc_en_4046,This tweet coming from a criminal .  .  . irony at it ' s best .  and his vile offspring . ,HOF,OFFN,TIN
4277,hasoc_en_4278,"This are give resignation but they don ' t stop the service ,  in government hospital not in a private clinic or Nursing Home . ",HOF,HATE,TIN
1685,hasoc_en_1686,How frightening,NOT,NONE,NONE
5472,hasoc_en_5473,Was just copying his format you  . ,HOF,HATE,TIN
3425,hasoc_en_3426,Did you find the real killer yet ? ,NOT,NONE,NONE
2391,hasoc_en_2392,I salute his love for the nation and soldiers !  We are proud you dhoni continue to wear your gloves till we lift the World cup I stand by,NOT,NONE,NONE
3066,hasoc_en_3067,doctors have quit in Bengal .   .  Bsdk when are you planing to speak on this ? ,NOT,NONE,NONE
5047,hasoc_en_5048,I think the entire GOP are using ghost traders  & amp ;  reaping millions from trumps phoney tariff nonsense . ,HOF,HATE,TIN
311,hasoc_en_312,"ICC is earning billions from this event ,  but at the management level they performance is zero .  Even a small company manager can handle such events more efficiently then ICC . ",HOF,HATE,TIN
2173,hasoc_en_2174,"Why they not put the covers in all over the ground ,  and who make the schedule of world cup  .  .  .  Dont you knw the weather forcasting before",NOT,NONE,NONE
3174,hasoc_en_3175,Happy John McCain Day ! ,NOT,NONE,NONE
1964,hasoc_en_1965,Mind your own bullshit will yah ?  Oh and whilst at it mind all the innocent kids and lives that have gone and you did absolutly nothing about it ! ,NOT,NONE,NONE
3212,hasoc_en_3213,Nature and urban .  Dancing together like in harmony .  I think we ALL just learned something .  Didnt we .  From not just nature .  Not just urban .  But from .  .  .  the dance,NOT,NONE,NONE
4473,hasoc_en_4474, -  I can get away with starting five,HOF,OFFN,TIN
1571,hasoc_en_1572,"en route to collect more college transcripts for law degree ,  then Million Dollar Listing Show as Realtor ,  then Women in Film fun to continue selling my TV Show . ",NOT,NONE,NONE
4065,hasoc_en_4066,"Pure poetry Lea ,  it ' s the way you sum him up in one hashtag  -   -  has a certain ring ,  I love it . ",HOF,PRFN,TIN
4627,hasoc_en_4628,Doctors of west bengal do not wish to meet d injured doctors and she don ' t care about them as well as do not wish to take action against the accused . ,HOF,HATE,TIN
1151,hasoc_en_1152,"to Support from Pseudo Secular Politicians make Muslims violent .  Like in  ,  they vandalised a Hospital in Hyderabad in Dec ' 18 .  Ajay Alok",NOT,NONE,NONE
3719,hasoc_en_3720,Sad .  bday unable to match Twitter support for these more popular hashtags :  Because these ARE our b - day wishes for you . ,NOT,NONE,NONE
1745,hasoc_en_1746,Thousands of doctors across India have shown solidarity and joined the ongoing  . ,NOT,NONE,NONE
4617,hasoc_en_4618,Good morning my lovelies ! ,HOF,PRFN,TIN
3444,hasoc_en_3445,Yep .  Same here !  I thought I was pretty savvy .  I joined twitter cuz I knew then I realized the whole GOP are nothing but scum .  That was the real game changer for me .  and,HOF,PRFN,TIN
1134,hasoc_en_1135,Only people who are truly safe in Bengal are :   -  Mamata Banerjee  & amp ;  her party workers  -  People who agree to her terms Law  & amp ;  order is seriously damaged .  Not sure if peace can be restored in Bengal after years of goonda - rule . ,NOT,NONE,NONE
1901,hasoc_en_1902,because,NOT,NONE,NONE
3571,hasoc_en_3572,Now reports are emerging that has ordered MS Dhoni to take off his gloves Will comply with this diktat ? ,NOT,NONE,NONE
1099,hasoc_en_1100,I dunno .  Syphilis red ?   - mao,NOT,NONE,NONE
1559,hasoc_en_1560,said he wants Britain back on it ' s feet again It ' s that ' s knocked Britain off it ' s feet Solution to the problem is to,NOT,NONE,NONE
2839,hasoc_en_2840,Mollas are khokla desh bhakts,HOF,HATE,TIN
1602,hasoc_en_1603,Fuck icc u just want to finish the wc .  . by giving pts .  . then how u know the good and bad teams,HOF,PRFN,TIN
2912,hasoc_en_2913,Crazy politics of Cong has vanished its element of cultural ethics . ,HOF,HATE,TIN
3484,hasoc_en_3485,Don ' t let the door hit you on the ass on the way out !  !  ! ,NOT,NONE,NONE
1713,hasoc_en_1714,We love you Cher . ,NOT,NONE,NONE
1256,hasoc_en_1257,So assassination is not as bad as what hes experienced . ,NOT,NONE,NONE
3950,hasoc_en_3951,"If tonight has a stroke ,  who is going to treat her ?  The same doctors she is threatening and bullying ? ",HOF,HATE,TIN
80,hasoc_en_81,Dear this is world cup not a club cricket so please check the umpiring errors instead of gloves . ,NOT,NONE,NONE
4285,hasoc_en_4286,"This is Stan Kroenke .  He says he moved the Rams b / c St .  Louis is only a baseball town .  However ,  there were more fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan ' s shitty Rams teams in person . ",HOF,HATE,TIN
2202,hasoc_en_2203,scrutinised and endured wasting public money .  The role of a politician includes ensuing public money is not wasted .  For that alone he should be fired !  Recall petition in Uxbridge please !  Not convinced ?  Read on .  .  . ,NOT,NONE,NONE
1300,hasoc_en_1301,now every time i log in to twitter .  . there is some shaming going on .  And now - ,NOT,NONE,NONE
989,hasoc_en_990,Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta .   ' preciate it . ,NOT,NONE,NONE
4880,hasoc_en_4881,Dear Focus on umpiring skills rather than gloves,HOF,HATE,TIN
